233.8620000000 16.2810000000
234.2290000000 16.3630000000
234.5960000000 16.4440000000
234.9640000000 16.5230000000
235.3320000000 16.6020000000
235.7000000000 16.6800000000
236.0690000000 16.7580000000
236.4390000000 16.8340000000
236.8090000000 16.9090000000
237.1790000000 16.9830000000
237.5500000000 17.0560000000
237.9210000000 17.1290000000
238.2920000000 17.2000000000
238.6640000000 17.2700000000
239.0370000000 17.3400000000
239.4090000000 17.4080000000
239.7830000000 17.4760000000
240.1560000000 17.5420000000
240.5300000000 17.6080000000
240.9040000000 17.6720000000
241.2790000000 17.7360000000
241.6540000000 17.7990000000
242.0290000000 17.8600000000
242.4050000000 17.9210000000
242.7810000000 17.9810000000
243.1580000000 18.0390000000
243.5340000000 18.0970000000
243.9110000000 18.1540000000
244.2890000000 18.2100000000
244.6670000000 18.2640000000
245.0450000000 18.3180000000
245.4230000000 18.3710000000
245.8020000000 18.4220000000
246.1810000000 18.4730000000
246.5600000000 18.5230000000
246.9400000000 18.5720000000
247.3190000000 18.6190000000
247.7000000000 18.6660000000
248.0800000000 18.7120000000
248.4610000000 18.7570000000
248.8420000000 18.8000000000
249.2230000000 18.8430000000
249.6040000000 18.8850000000
249.9860000000 18.9250000000
250.3680000000 18.9650000000
250.7500000000 19.0040000000
251.1330000000 19.0410000000
251.5150000000 19.0780000000
251.8980000000 19.1130000000
252.2810000000 19.1480000000
252.6640000000 19.1820000000
253.0480000000 19.2140000000
253.4310000000 19.2460000000
253.8150000000 19.2760000000
254.1990000000 19.3060000000
254.5830000000 19.3340000000
254.9680000000 19.3610000000
255.3520000000 19.3880000000
255.7370000000 19.4130000000
256.1220000000 19.4370000000
256.5070000000 19.4610000000
256.8920000000 19.4830000000
257.2770000000 19.5040000000
257.6620000000 19.5240000000
258.0480000000 19.5440000000
258.4340000000 19.5620000000
258.8190000000 19.5790000000
259.2050000000 19.5950000000
259.5910000000 19.6100000000
259.9770000000 19.6240000000
260.3630000000 19.6370000000
260.7490000000 19.6490000000
261.1350000000 19.6600000000
261.5220000000 19.6690000000
261.9080000000 19.6780000000
262.2940000000 19.6860000000
262.6810000000 19.6930000000
263.0670000000 19.6990000000
263.4540000000 19.7030000000
263.8400000000 19.7070000000
264.2270000000 19.7090000000
264.6130000000 19.7110000000
265.0000000000 19.7110000000
265.3860000000 19.7110000000
265.7730000000 19.7090000000
266.1590000000 19.7070000000
266.5460000000 19.7030000000
266.9320000000 19.6990000000
267.3190000000 19.6930000000
267.7050000000 19.6860000000
268.0920000000 19.6780000000
268.4780000000 19.6690000000
268.8640000000 19.6600000000
269.2500000000 19.6490000000
269.6360000000 19.6370000000
270.0230000000 19.6240000000
270.4090000000 19.6100000000
270.7940000000 19.5950000000
271.1800000000 19.5790000000
271.5660000000 19.5620000000
271.9510000000 19.5440000000
272.3370000000 19.5240000000
272.7220000000 19.5040000000
273.1080000000 19.4830000000
273.4930000000 19.4610000000
273.8780000000 19.4370000000
274.2620000000 19.4130000000
274.6470000000 19.3880000000
275.0320000000 19.3610000000
275.4160000000 19.3340000000
275.8000000000 19.3060000000
276.1840000000 19.2760000000
276.5680000000 19.2460000000
276.9520000000 19.2140000000
277.3350000000 19.1820000000
277.7180000000 19.1480000000
278.1010000000 19.1130000000
278.4840000000 19.0780000000
278.8670000000 19.0410000000
279.2490000000 19.0040000000
279.6310000000 18.9650000000
280.0130000000 18.9250000000
280.3950000000 18.8850000000
280.7770000000 18.8430000000
281.1580000000 18.8000000000
281.5390000000 18.7570000000
281.9190000000 18.7120000000
282.3000000000 18.6660000000
282.6800000000 18.6190000000
283.0600000000 18.5720000000
283.4390000000 18.5230000000
283.8190000000 18.4730000000
284.1980000000 18.4230000000
284.5760000000 18.3710000000
284.9550000000 18.3180000000
285.3330000000 18.2640000000
285.7110000000 18.2100000000
286.0880000000 18.1540000000
286.4650000000 18.0970000000
286.8420000000 18.0390000000
287.2180000000 17.9810000000
287.5940000000 17.9210000000
287.9700000000 17.8600000000
288.3460000000 17.7990000000
288.7210000000 17.7360000000
289.0950000000 17.6730000000
289.4700000000 17.6080000000
289.8430000000 17.5420000000
290.2170000000 17.4760000000
290.5900000000 17.4080000000
290.9630000000 17.3400000000
233.7760000000 16.6330000000
234.1440000000 16.7150000000
234.5120000000 16.7960000000
234.8810000000 16.8760000000
235.2500000000 16.9560000000
235.6190000000 17.0340000000
235.9890000000 17.1110000000
236.3600000000 17.1880000000
236.7300000000 17.2630000000
237.1020000000 17.3380000000
237.4730000000 17.4110000000
237.8450000000 17.4840000000
238.2180000000 17.5550000000
238.5910000000 17.6260000000
238.9640000000 17.6960000000
239.3380000000 17.7640000000
239.7120000000 17.8320000000
240.0870000000 17.8990000000
240.4610000000 17.9650000000
240.8370000000 18.0290000000
241.2120000000 18.0930000000
241.5880000000 18.1560000000
241.9650000000 18.2180000000
242.3420000000 18.2790000000
242.7190000000 18.3390000000
243.0960000000 18.3980000000
243.4740000000 18.4550000000
243.8520000000 18.5120000000
244.2310000000 18.5680000000
244.6090000000 18.6230000000
244.9880000000 18.6770000000
245.3680000000 18.7300000000
245.7480000000 18.7820000000
246.1280000000 18.8330000000
246.5080000000 18.8830000000
246.8890000000 18.9320000000
247.2700000000 18.9800000000
247.6510000000 19.0270000000
248.0320000000 19.0720000000
248.4140000000 19.1170000000
248.7960000000 19.1610000000
249.1780000000 19.2040000000
249.5610000000 19.2460000000
249.9430000000 19.2870000000
250.3270000000 19.3260000000
250.7100000000 19.3650000000
251.0930000000 19.4030000000
251.4770000000 19.4400000000
251.8610000000 19.4750000000
252.2450000000 19.5100000000
252.6290000000 19.5440000000
253.0140000000 19.5760000000
253.3990000000 19.6080000000
253.7830000000 19.6390000000
254.1690000000 19.6680000000
254.5540000000 19.6970000000
254.9390000000 19.7240000000
255.3250000000 19.7510000000
255.7110000000 19.7760000000
256.0970000000 19.8000000000
256.4830000000 19.8240000000
256.8690000000 19.8460000000
257.2550000000 19.8670000000
257.6420000000 19.8880000000
258.0280000000 19.9070000000
258.4150000000 19.9250000000
258.8020000000 19.9420000000
259.1880000000 19.9580000000
259.5760000000 19.9730000000
259.9630000000 19.9880000000
260.3500000000 20.0010000000
260.7370000000 20.0130000000
261.1240000000 20.0230000000
261.5120000000 20.0330000000
261.8990000000 20.0420000000
262.2860000000 20.0500000000
262.6740000000 20.0570000000
263.0620000000 20.0620000000
263.4490000000 20.0670000000
263.8370000000 20.0710000000
264.2240000000 20.0730000000
264.6120000000 20.0750000000
265.0000000000 20.0750000000
265.3870000000 20.0750000000
265.7750000000 20.0730000000
266.1630000000 20.0710000000
266.5500000000 20.0670000000
266.9380000000 20.0620000000
267.3250000000 20.0570000000
267.7130000000 20.0500000000
268.1000000000 20.0420000000
268.4880000000 20.0330000000
268.8750000000 20.0230000000
269.2630000000 20.0130000000
269.6500000000 20.0010000000
270.0370000000 19.9880000000
270.4240000000 19.9740000000
270.8110000000 19.9580000000
271.1980000000 19.9420000000
271.5850000000 19.9250000000
271.9710000000 19.9070000000
272.3580000000 19.8880000000
272.7440000000 19.8670000000
273.1310000000 19.8460000000
273.5170000000 19.8240000000
273.9030000000 19.8000000000
274.2890000000 19.7760000000
274.6750000000 19.7510000000
275.0600000000 19.7240000000
275.4460000000 19.6970000000
275.8310000000 19.6680000000
276.2160000000 19.6390000000
276.6010000000 19.6080000000
276.9860000000 19.5760000000
277.3700000000 19.5440000000
277.7550000000 19.5100000000
278.1390000000 19.4750000000
278.5230000000 19.4400000000
278.9060000000 19.4030000000
279.2900000000 19.3650000000
279.6730000000 19.3260000000
280.0560000000 19.2870000000
280.4390000000 19.2460000000
280.8210000000 19.2040000000
281.2030000000 19.1610000000
281.5860000000 19.1170000000
281.9670000000 19.0720000000
282.3490000000 19.0270000000
282.7300000000 18.9800000000
283.1110000000 18.9320000000
283.4920000000 18.8830000000
283.8720000000 18.8330000000
284.2520000000 18.7820000000
284.6320000000 18.7300000000
285.0110000000 18.6770000000
285.3900000000 18.6230000000
285.7690000000 18.5680000000
286.1470000000 18.5120000000
286.5260000000 18.4560000000
286.9030000000 18.3980000000
287.2810000000 18.3390000000
287.6580000000 18.2790000000
288.0350000000 18.2180000000
288.4110000000 18.1560000000
288.7870000000 18.0930000000
289.1630000000 18.0290000000
289.5380000000 17.9650000000
289.9130000000 17.8990000000
290.2870000000 17.8320000000
290.6610000000 17.7640000000
291.0350000000 17.6960000000
233.6900000000 16.9850000000
234.0580000000 17.0670000000
234.4280000000 17.1490000000
234.7970000000 17.2290000000
235.1670000000 17.3090000000
235.5380000000 17.3870000000
235.9090000000 17.4650000000
236.2800000000 17.5420000000
236.6520000000 17.6180000000
237.0240000000 17.6920000000
237.3970000000 17.7660000000
237.7700000000 17.8390000000
238.1430000000 17.9110000000
238.5170000000 17.9820000000
238.8910000000 18.0520000000
239.2660000000 18.1210000000
239.6410000000 18.1890000000
240.0170000000 18.2550000000
240.3930000000 18.3220000000
240.7690000000 18.3870000000
241.1460000000 18.4510000000
241.5230000000 18.5140000000
241.9000000000 18.5760000000
242.2780000000 18.6370000000
242.6560000000 18.6970000000
243.0340000000 18.7560000000
243.4130000000 18.8140000000
243.7920000000 18.8710000000
244.1720000000 18.9270000000
244.5520000000 18.9820000000
244.9320000000 19.0370000000
245.3120000000 19.0900000000
245.6930000000 19.1420000000
246.0740000000 19.1930000000
246.4560000000 19.2430000000
246.8370000000 19.2920000000
247.2190000000 19.3400000000
247.6020000000 19.3870000000
247.9840000000 19.4330000000
248.3670000000 19.4780000000
248.7500000000 19.5220000000
249.1330000000 19.5650000000
249.5170000000 19.6070000000
249.9010000000 19.6480000000
250.2850000000 19.6880000000
250.6690000000 19.7270000000
251.0540000000 19.7650000000
251.4380000000 19.8020000000
251.8230000000 19.8380000000
252.2090000000 19.8720000000
252.5940000000 19.9060000000
252.9800000000 19.9390000000
253.3650000000 19.9710000000
253.7510000000 20.0010000000
254.1380000000 20.0310000000
254.5240000000 20.0600000000
254.9110000000 20.0870000000
255.2970000000 20.1140000000
255.6840000000 20.1390000000
256.0710000000 20.1640000000
256.4580000000 20.1870000000
256.8460000000 20.2100000000
257.2330000000 20.2310000000
257.6200000000 20.2510000000
258.0080000000 20.2710000000
258.3960000000 20.2890000000
258.7840000000 20.3060000000
259.1720000000 20.3220000000
259.5600000000 20.3370000000
259.9480000000 20.3510000000
260.3360000000 20.3640000000
260.7250000000 20.3760000000
261.1130000000 20.3870000000
261.5020000000 20.3970000000
261.8900000000 20.4060000000
262.2790000000 20.4140000000
262.6670000000 20.4210000000
263.0560000000 20.4270000000
263.4450000000 20.4310000000
263.8330000000 20.4350000000
264.2220000000 20.4380000000
264.6110000000 20.4390000000
265.0000000000 20.4400000000
265.3880000000 20.4390000000
265.7770000000 20.4380000000
266.1660000000 20.4350000000
266.5550000000 20.4310000000
266.9430000000 20.4270000000
267.3320000000 20.4210000000
267.7210000000 20.4140000000
268.1090000000 20.4060000000
268.4980000000 20.3970000000
268.8860000000 20.3870000000
269.2750000000 20.3760000000
269.6630000000 20.3640000000
270.0510000000 20.3510000000
270.4400000000 20.3370000000
270.8280000000 20.3220000000
271.2160000000 20.3060000000
271.6040000000 20.2890000000
271.9910000000 20.2710000000
272.3790000000 20.2510000000
272.7660000000 20.2310000000
273.1540000000 20.2100000000
273.5410000000 20.1870000000
273.9280000000 20.1640000000
274.3150000000 20.1390000000
274.7020000000 20.1140000000
275.0890000000 20.0870000000
275.4750000000 20.0600000000
275.8620000000 20.0310000000
276.2480000000 20.0010000000
276.6340000000 19.9710000000
277.0200000000 19.9390000000
277.4050000000 19.9060000000
277.7910000000 19.8720000000
278.1760000000 19.8380000000
278.5610000000 19.8020000000
278.9460000000 19.7650000000
279.3300000000 19.7270000000
279.7150000000 19.6880000000
280.0990000000 19.6480000000
280.4830000000 19.6070000000
280.8660000000 19.5650000000
281.2500000000 19.5220000000
281.6330000000 19.4780000000
282.0150000000 19.4330000000
282.3980000000 19.3870000000
282.7800000000 19.3400000000
283.1620000000 19.2920000000
283.5440000000 19.2430000000
283.9250000000 19.1930000000
284.3060000000 19.1420000000
284.6870000000 19.0900000000
285.0680000000 19.0370000000
285.4480000000 18.9830000000
285.8280000000 18.9270000000
286.2070000000 18.8710000000
286.5860000000 18.8140000000
286.9650000000 18.7560000000
287.3440000000 18.6970000000
287.7220000000 18.6370000000
288.0990000000 18.5760000000
288.4770000000 18.5140000000
288.8540000000 18.4510000000
289.2310000000 18.3870000000
289.6070000000 18.3220000000
289.9830000000 18.2560000000
290.3580000000 18.1890000000
290.7330000000 18.1210000000
291.1080000000 18.0520000000
233.6030000000 17.3380000000
233.9730000000 17.4200000000
234.3430000000 17.5020000000
234.7130000000 17.5830000000
235.0840000000 17.6630000000
235.4560000000 17.7410000000
235.8270000000 17.8190000000
236.2000000000 17.8960000000
236.5730000000 17.9720000000
236.9460000000 18.0470000000
237.3190000000 18.1210000000
237.6930000000 18.1940000000
238.0680000000 18.2660000000
238.4430000000 18.3380000000
238.8180000000 18.4080000000
239.1940000000 18.4770000000
239.5700000000 18.5450000000
239.9470000000 18.6120000000
240.3230000000 18.6790000000
240.7010000000 18.7440000000
241.0780000000 18.8080000000
241.4560000000 18.8710000000
241.8350000000 18.9340000000
242.2140000000 18.9950000000
242.5930000000 19.0550000000
242.9720000000 19.1150000000
243.3520000000 19.1730000000
243.7320000000 19.2300000000
244.1130000000 19.2870000000
244.4940000000 19.3420000000
244.8750000000 19.3960000000
245.2570000000 19.4490000000
245.6380000000 19.5020000000
246.0210000000 19.5530000000
246.4030000000 19.6030000000
246.7860000000 19.6530000000
247.1690000000 19.7010000000
247.5520000000 19.7480000000
247.9360000000 19.7940000000
248.3190000000 19.8390000000
248.7040000000 19.8840000000
249.0880000000 19.9270000000
249.4730000000 19.9690000000
249.8580000000 20.0100000000
250.2430000000 20.0500000000
250.6280000000 20.0890000000
251.0140000000 20.1270000000
251.4000000000 20.1640000000
251.7860000000 20.2000000000
252.1720000000 20.2350000000
252.5590000000 20.2690000000
252.9450000000 20.3020000000
253.3320000000 20.3330000000
253.7190000000 20.3640000000
254.1070000000 20.3940000000
254.4940000000 20.4230000000
254.8820000000 20.4500000000
255.2690000000 20.4770000000
255.6570000000 20.5030000000
256.0450000000 20.5270000000
256.4340000000 20.5510000000
256.8220000000 20.5730000000
257.2110000000 20.5950000000
